TestID;Number of Peers;P2P Algorithm;Total Duration [s];Total Received Bytes;Minimum Transfer Time Error Rate [%];Average Transfer Time Error Rate [%];Maximum Transfer Time Error Rate [%];Same PDF File;Maximum Connection Time [s];Minimum Connection Time [s];Average Connection Time [s];Maximum Transfer Time [s];Minimum Transfer Time [s];Average Transfer Time [s];Maximum Total Time [s];Minimum Total Time [s];Average Total Time [s];Maximum Latency Error Rate [%];Minimum Latency Error Rate [%];Average Latency Error Rate [%];Maximum Bandwidth Error Rate [%];Minimum Bandwidth Error Rate [%];Average Bandwidth Error Rate [%];Smallest Bandwidth [Kbps]
Test51;20;NOT USED;18.12;2239815;1.13;1.21;1.37;true;0.15;0.09;0.12;13.02;12.99;13.00;13.16;13.08;13.12;;;;;;;1395
Test52;50;NOT USED;42.05;2239815;0.85;0.95;1.18;true;3.26;0.10;0.20;31.64;31.53;31.57;34.84;31.64;31.78;;;;;;;573
Test53;75;NOT USED;62.39;2239815;0.82;0.98;1.35;true;3.31;0.13;0.23;47.54;47.29;47.36;50.64;47.43;47.60;;;;;;;382
Test54;5;NOT USED;8.26;2239815;2.11;4.47;5.42;true;0.11;0.10;0.11;5.54;3.14;3.63;5.65;3.25;3.74;;;;;;;3302
Test55;5;NOT USED;7.83;2239815;2.30;4.43;5.25;true;0.11;0.10;0.10;5.55;3.13;3.63;5.66;3.24;3.74;;;;;;;3302
Test56;5;NOT USED;8.17;2239815;2.15;4.47;5.85;true;0.11;0.11;0.11;5.54;3.13;3.63;5.65;3.25;3.74;;;;;;;3302
Test57;5;NOT USED;7.90;2239815;2.15;4.30;5.32;true;0.11;0.10;0.11;5.54;3.14;3.62;5.65;3.25;3.74;;;;;;;3302
Test58;5;NOT USED;8.39;2239815;2.10;4.38;5.72;true;0.11;0.09;0.10;5.54;3.13;3.63;5.64;3.24;3.73;;;;;;;3302
Test59;5;NOT USED;8.28;2239815;2.11;4.30;5.35;true;0.11;0.10;0.10;5.54;3.13;3.62;5.65;3.24;3.73;;;;;;;3302
Test60;5;NOT USED;8.10;2239815;2.10;4.61;5.39;true;0.11;0.10;0.11;5.54;3.15;3.63;5.64;3.27;3.75;;;;;;;3302
Test61;5;NOT USED;8.41;2239815;2.45;4.51;5.49;true;0.12;0.10;0.11;5.55;3.13;3.63;5.67;3.23;3.75;;;;;;;3302
Test62;5;NOT USED;8.20;2239815;2.13;4.34;5.02;true;0.12;0.11;0.11;5.54;3.14;3.63;5.66;3.26;3.74;;;;;;;3302
Test63;5;NOT USED;8.09;2239815;2.10;4.32;5.85;true;0.11;0.10;0.11;5.54;3.13;3.62;5.65;3.24;3.74;;;;;;;3302
Test64;5;NOT USED;8.43;2239815;2.52;4.26;5.32;true;0.11;0.10;0.11;5.56;3.13;3.62;5.67;3.24;3.74;;;;;;;3302
Test65;5;NOT USED;8.31;2239815;2.23;4.46;5.35;true;0.11;0.10;0.10;5.54;3.14;3.63;5.65;3.25;3.74;;;;;;;3302
Test66;10;NOT USED;10.67;2239815;1.66;1.99;2.74;true;0.15;0.10;0.12;7.00;6.29;6.38;7.12;6.39;6.50;;;;;;;2606
Test67;20;NOT USED;18.17;2239815;1.06;1.20;1.36;true;0.15;0.09;0.12;13.01;12.98;12.99;13.16;13.07;13.11;;;;;;;1395
Test68;35;NOT USED;123.87;2239815;0.78;0.98;1.12;true;0.17;0.10;0.12;115.75;24.11;26.74;115.92;24.22;26.87;;;;;;;156
Test69;50;NOT USED;42.27;2239815;0.84;0.95;1.06;true;3.26;0.11;0.20;31.60;31.53;31.57;34.83;31.64;31.77;;;;;;;573
Test70;50;NOT USED;42.34;2239815;0.85;0.93;1.03;true;3.18;0.10;0.19;31.59;31.53;31.56;34.72;31.64;31.76;;;;;;;573
Test71;75;NOT USED;63.09;2239815;0.83;0.99;1.55;true;3.32;0.12;0.22;47.63;47.30;47.37;50.67;47.42;47.60;;;;;;;382
Test72;75;USED;34.27;2239815;1.18;12.36;50.34;true;25.05;0.10;11.31;10.21;3.95;6.53;30.58;8.16;17.85;;;;;;;1791
Test73;75;USED;75.63;2239815;0.81;4.53;40.73;true;27.68;0.11;14.16;67.98;4.65;13.10;68.18;12.32;27.27;;;;;;;266
Test74;50;USED;22.71;2239815;16.08;105.13;351.21;true;15.51;0.09;4.30;5.40;1.56;3.58;18.46;3.32;7.88;;;;;;;6222
Test75;50;USED;26.41;4293938;1.88;35.20;191.07;true;18.65;0.09;5.98;7.82;2.64;4.73;21.74;3.55;10.71;;;;;;;6222
Test76;50;USED;39.13;8869498;1.26;26.18;86.86;true;27.87;0.10;9.68;17.59;3.85;9.52;34.59;11.65;19.21;;;;;;;6222
Test77;50;USED;45.58;15890720;1.01;12.40;93.57;true;31.09;0.08;14.36;20.74;8.34;15.05;42.35;20.73;29.42;;;;;;;6222
Test78;50;USED;76.33;32095088;0.85;6.39;24.00;true;52.06;0.09;26.10;41.74;10.80;29.39;71.30;41.71;55.49;;;;;;;6222
Test79;50;NOT USED;18.54;2239815;1.35;3.40;13.59;true;3.24;0.09;0.19;7.78;6.95;7.09;10.22;7.04;7.28;;;;;;;2613
Test80;50;NOT USED;24.28;4293938;1.11;2.48;7.88;true;3.27;0.11;0.20;14.18;13.29;13.47;16.59;13.41;13.67;;;;;;;2613
Test81;50;NOT USED;38.04;8869498;0.92;1.69;4.79;true;3.33;0.11;0.29;28.45;27.40;27.61;30.77;27.53;27.90;;;;;;;2613
Test82;50;NOT USED;59.93;15890720;0.82;1.12;1.93;true;3.25;0.12;0.23;49.59;49.05;49.20;52.30;49.17;49.43;;;;;;;2613
Test83;50;NOT USED;118.34;32095088;0.75;1.14;11.98;true;3.38;0.12;0.35;110.04;99.00;99.39;110.18;99.13;99.74;;;;;;;2613
Test84;50;USED;22.18;2239815;2.95;83.99;286.69;true;15.55;0.08;4.53;5.95;0.86;3.24;17.62;3.05;7.78;;;;;;;6222
Test85;50;USED;29.90;4293938;1.86;56.92;400.00;true;21.67;0.10;6.57;11.54;2.59;5.29;24.99;5.73;11.87;;;;;;;6222
Test86;50;USED;34.27;8869498;1.27;28.00;86.29;true;21.68;0.09;8.87;18.47;4.44;9.52;28.95;11.65;18.39;;;;;;;6222
Test87;50;USED;45.99;15890720;1.01;12.10;38.41;true;30.92;0.08;13.49;20.75;5.97;15.09;42.03;20.73;28.59;;;;;;;6222
Test88;50;USED;77.77;32095088;0.85;5.26;23.17;true;52.40;0.09;26.24;41.75;10.51;29.20;72.47;41.73;55.44;;;;;;;6222
Test91;50;USED;21.97;2239815;2.95;87.67;433.27;true;15.41;0.08;4.84;5.47;1.51;3.24;17.73;3.05;8.09;;;;;;;6222
Test92;50;USED;23.90;4293938;1.90;82.96;355.53;true;15.57;0.09;6.07;9.57;2.81;5.79;20.87;5.72;11.86;;;;;;;6222
Test93;50;USED;34.83;8869498;1.24;29.34;121.64;true;21.71;0.09;7.68;13.91;5.09;9.31;26.81;11.64;17.00;;;;;;;6222
Test94;50;USED;46.84;15890720;1.01;14.49;100.45;true;30.76;0.09;14.00;20.74;5.95;15.29;41.88;20.73;29.30;;;;;;;6222
Test95;50;USED;77.42;32095088;0.86;7.20;31.11;true;52.22;0.09;27.00;41.73;11.42;29.51;72.16;41.71;56.52;;;;;;;6222
Test96;50;USED;143.66;67108864;0.78;2.40;6.01;true;98.81;0.09;52.54;87.15;19.13;59.93;141.38;87.05;112.48;;;;;;;6222
Test97;50;USED;274.13;134217728;0.74;1.27;6.54;true;187.56;0.12;103.77;174.19;37.00;118.99;271.02;174.01;222.76;;;;;;;6222
Test98;50;NOT USED;19.75;2239815;1.32;6.53;39.37;true;3.20;0.09;0.19;9.55;6.94;7.30;10.17;7.04;7.49;;;;;;;2613
Test99;50;NOT USED;25.69;4293938;1.03;9.22;35.91;true;0.29;0.10;0.15;17.86;13.28;14.35;18.02;13.39;14.51;;;;;;;2613
Test100;50;NOT USED;40.26;8869498;0.91;1.39;3.52;true;3.30;0.11;0.22;28.11;27.40;27.53;30.74;27.53;27.75;;;;;;;2613
Test101;50;NOT USED;61.33;15890720;0.82;1.08;2.59;true;0.24;0.13;0.16;49.91;49.05;49.18;50.08;49.18;49.35;;;;;;;2613
Test102;50;NOT USED;110.77;32095088;0.76;0.90;1.89;true;3.31;0.12;0.24;100.12;99.01;99.15;102.32;99.14;99.40;;;;;;;2613
Test103;50;NOT USED;218.21;67108864;0.73;0.79;1.19;true;3.32;0.12;0.35;207.90;206.96;207.10;210.32;207.10;207.46;;;;;;;2613
Test104;50;NOT USED;429.09;134217728;0.72;0.83;3.17;true;3.36;0.13;0.25;423.95;413.92;414.37;424.13;414.06;414.63;;;;;;;2613
Test105;50;NOT USED;18.75;2239815;1.32;4.67;42.10;true;3.24;0.09;0.25;9.74;6.94;7.17;10.23;7.04;7.43;;;;;;;2613
Test106;50;NOT USED;24.97;4293938;1.04;8.44;38.91;true;3.20;0.10;0.19;18.26;13.28;14.25;18.41;13.38;14.45;;;;;;;2613
Test107;50;NOT USED;38.80;8869498;0.89;1.18;2.64;true;3.24;0.09;0.28;27.87;27.39;27.47;30.64;27.51;27.76;;;;;;;2613
Test108;50;NOT USED;60.29;15890720;0.79;1.05;2.93;true;3.22;0.11;0.28;50.08;49.04;49.16;52.29;49.17;49.44;;;;;;;2613
Test109;50;NOT USED;110.63;32095088;0.76;0.98;2.61;true;3.34;0.12;0.36;100.82;99.01;99.23;102.40;99.14;99.59;;;;;;;2613
Test110;50;NOT USED;218.34;67108864;0.73;0.80;1.13;true;3.27;0.13;0.29;207.79;206.96;207.12;210.26;207.12;207.42;;;;;;;2613
Test111;50;NOT USED;425.55;134217728;0.73;0.79;2.91;true;0.39;0.14;0.21;422.92;413.92;414.23;423.08;414.07;414.44;;;;;;;2613
Test112;50;USED;20.54;2239815;2.91;65.80;313.09;true;12.32;0.08;2.93;5.58;0.80;2.86;16.16;0.90;5.79;;;;;;;6222
Test113;50;USED;24.19;4293938;1.86;52.03;280.30;true;15.47;0.09;5.69;8.72;1.38;5.09;21.52;3.05;10.79;;;;;;;6222
Test114;50;USED;37.19;8869498;1.28;41.34;349.31;true;24.83;0.09;9.90;14.38;5.48;9.92;32.70;11.64;19.82;;;;;;;6222
Test115;50;USED;45.91;15890720;1.08;10.44;71.92;true;31.10;0.11;14.96;23.82;7.41;15.07;41.03;20.79;30.03;;;;;;;6222
Test116;50;USED;80.35;32095088;0.88;5.60;22.73;true;55.65;0.11;26.82;43.67;10.54;29.34;76.24;41.75;56.17;;;;;;;6222
Test117;50;USED;144.77;67108864;0.81;1.97;6.73;true;100.57;0.12;53.09;88.80;18.88;59.83;139.99;87.12;112.92;;;;;;;6222
Test118;50;USED;274.27;134217728;0.74;1.51;9.30;true;186.69;0.13;103.61;174.06;36.97;119.18;268.58;174.04;222.80;;;;;;;6222
Test119;50;NOT USED;19.12;2239815;1.45;4.63;14.01;true;3.45;0.09;0.25;7.81;6.95;7.17;10.46;7.05;7.42;;;;;;;2613
Test120;50;USED;21.86;2239815;2.95;81.74;377.10;true;15.55;0.09;4.78;5.69;1.38;3.09;17.73;3.05;7.88;;;;;;;6222
Test121;50;NOT USED;428.92;134217728;0.73;0.86;3.64;true;0.37;0.15;0.22;425.89;413.93;414.50;426.05;414.09;414.72;;;;;;;2613
Test122;50;USED;285.99;134217728;0.76;1.93;12.54;true;188.28;0.16;104.95;175.84;37.26;119.58;282.42;174.06;224.54;;;;;;;6222
Test123;50;NOT USED;436.01;134217728;0.72;0.87;3.18;true;3.50;0.18;0.34;424.02;413.91;414.53;424.21;414.11;414.88;;;;;;;2613
Test124;50;USED;278.45;134217728;0.75;1.72;11.13;true;186.11;0.14;102.85;174.33;40.48;119.27;271.73;174.06;222.12;;;;;;;6222
Test125;50;NOT USED;110.82;32095088;0.77;1.06;1.95;true;3.28;0.10;0.20;100.18;99.02;99.31;102.38;99.13;99.51;;;;;;;2613
Test126;50;USED;75.34;32095088;0.85;6.97;22.09;true;52.47;0.09;26.33;41.72;10.63;29.51;72.43;41.70;55.85;;;;;;;6222
Test127;20;NOT USED;22413.90;8869498;85103.46;85104.16;85106.96;true;0.31;0.10;0.16;22408.58;22407.65;22407.84;22408.72;22407.76;22408.00;;;;;;;2698
Test128;20;USED;29.17;8869498;1.23;16.04;110.90;true;21.52;0.11;9.31;13.41;3.46;9.29;25.47;13.42;18.60;;;;;;;5396
Test129;20;NOT USED;14.27;2239815;1.43;2.40;7.83;true;0.17;0.12;0.14;7.16;6.73;6.80;7.28;6.85;6.94;;;;;;;2698
Test130;20;NOT USED;20.06;4293938;1.09;1.41;1.75;true;0.16;0.12;0.13;12.95;12.87;12.91;13.11;13.00;13.05;;;;;;;2698
Test131;20;NOT USED;33.79;8869498;0.92;1.43;7.20;true;0.16;0.12;0.14;28.19;26.54;26.67;28.31;26.67;26.81;;;;;;;2698
Test132;20;NOT USED;55.77;15890720;0.79;0.88;0.97;true;0.15;0.11;0.13;47.57;47.49;47.53;47.73;47.61;47.67;;;;;;;2698
Test133;20;NOT USED;104.55;32095088;0.74;0.79;0.83;true;0.16;0.12;0.14;95.96;95.88;95.92;96.12;96.00;96.06;;;;;;;2698
Test134;20;NOT USED;208.82;67108864;0.72;0.82;2.36;true;0.15;0.12;0.13;203.68;200.43;200.63;203.81;200.56;200.77;;;;;;;2698
Test135;20;NOT USED;408.19;134217728;0.71;0.72;0.74;true;0.16;0.12;0.13;400.94;400.81;400.85;401.09;400.93;400.99;;;;;;;2698
Test136;35;NOT USED;24.51;2239815;1.05;1.39;2.78;true;0.16;0.11;0.14;12.71;12.50;12.54;12.87;12.62;12.68;;;;;;;1448
Test137;35;NOT USED;35.00;4293938;0.88;1.14;2.63;true;0.17;0.11;0.14;24.34;23.93;23.99;24.50;24.05;24.14;;;;;;;1448
Test138;35;NOT USED;61.25;8869498;0.78;1.00;2.43;true;0.17;0.11;0.14;50.19;49.38;49.49;50.35;49.50;49.63;;;;;;;1448
Test139;35;NOT USED;100.22;15890720;0.74;0.90;2.25;true;0.17;0.11;0.14;89.77;88.45;88.59;89.94;88.57;88.73;;;;;;;1448
Test140;35;NOT USED;190.43;32095088;0.72;0.93;2.22;true;0.16;0.11;0.14;181.26;178.60;178.98;181.42;178.72;179.12;;;;;;;1448
Test141;35;NOT USED;389.37;67108864;0.71;0.90;2.36;true;0.17;0.11;0.14;379.55;373.40;374.14;379.71;373.52;374.28;;;;;;;1448
Test142;35;NOT USED;765.82;134217728;0.70;0.86;2.20;true;0.15;0.11;0.14;757.85;746.75;747.99;758.01;746.88;748.13;;;;;;;1448
Test143;50;NOT USED;31.15;2239815;0.97;1.09;1.21;true;0.16;0.11;0.14;16.28;16.24;16.26;16.44;16.35;16.40;;;;;;;1114
Test144;50;NOT USED;45.54;4293938;0.83;0.90;0.96;true;0.17;0.11;0.14;31.13;31.09;31.11;31.30;31.21;31.25;;;;;;;1114
Test145;50;NOT USED;78.84;8869498;0.76;0.79;0.82;true;0.16;0.12;0.14;64.22;64.18;64.20;64.38;64.30;64.34;;;;;;;1114
Test146;50;NOT USED;129.49;15890720;0.73;0.74;0.77;true;0.16;0.11;0.14;114.99;114.95;114.97;115.16;115.07;115.11;;;;;;;1114
Test147;50;NOT USED;248.10;32095088;0.71;0.72;0.74;true;0.18;0.11;0.13;232.19;232.13;232.15;232.35;232.25;232.29;;;;;;;1114
Test148;50;NOT USED;501.19;67108864;0.70;0.70;0.75;true;0.18;0.11;0.14;485.55;485.34;485.36;485.70;485.46;485.50;;;;;;;1114
Test149;50;NOT USED;987.28;134217728;0.70;0.70;0.72;true;0.17;0.11;0.14;970.83;970.63;970.66;970.98;970.75;970.80;;;;;;;1114
Test150;20;USED;14.51;2239815;0.70;5.87;51.01;true;9.35;0.11;3.04;3.51;0.81;2.36;10.80;3.55;5.41;;;;;;;5396
Test151;20;USED;18.87;4293938;0.70;3.27;27.07;true;12.43;0.12;5.64;6.59;1.31;4.38;15.20;6.62;10.03;;;;;;;5396
Test152;20;USED;28.52;8869498;0.70;1.99;13.93;true;18.58;0.12;8.71;13.41;2.44;8.88;24.13;13.45;17.59;;;;;;;5396
Test153;20;USED;43.47;15890720;0.70;1.42;7.96;true;30.83;0.12;13.76;23.90;4.15;15.79;39.58;23.94;29.55;;;;;;;5396
Test154;20;USED;78.47;32095088;0.70;1.05;4.30;true;55.45;0.12;25.85;48.08;8.09;31.73;74.82;48.13;57.59;;;;;;;5396
Test155;20;USED;150.97;67108864;0.70;0.86;2.31;true;107.68;0.12;52.95;100.36;16.61;66.17;147.96;100.41;119.13;;;;;;;5396
Test156;20;USED;291.15;134217728;0.70;0.78;1.75;true;206.06;0.11;101.95;200.54;33.03;132.20;286.41;200.59;234.15;;;;;;;5396
Test157;35;USED;23.65;2239815;0.70;5.97;38.85;true;15.55;0.11;4.51;5.13;0.88;3.35;18.37;4.04;7.86;;;;;;;3620
Test158;35;USED;30.89;4293938;0.70;3.52;23.79;true;21.70;0.11;8.80;9.69;1.55;6.29;26.95;9.74;15.10;;;;;;;3620
Test159;35;USED;43.24;8869498;0.70;2.04;10.42;true;27.88;0.11;14.23;19.88;3.07;12.85;38.52;19.92;27.09;;;;;;;3620
Test160;35;USED;72.78;15890720;0.70;1.45;6.56;true;43.28;0.11;23.60;35.50;5.39;22.92;66.28;35.54;46.52;;;;;;;3620
Test161;35;USED;132.77;32095088;0.70;1.06;3.57;true;83.32;0.11;45.75;71.57;10.77;46.14;126.96;71.62;91.90;;;;;;;3620
Test162;35;USED;260.24;67108864;0.70;0.87;1.97;true;160.38;0.11;92.50;149.52;22.38;96.34;254.13;149.52;188.84;;;;;;;3620
Test163;35;USED;506.46;134217728;0.70;0.79;1.37;true;309.47;0.11;182.22;298.89;44.60;192.55;503.09;298.86;374.77;;;;;;;3620
Test164;50;USED;27.26;2239815;1.32;6.54;55.41;true;18.55;0.11;6.33;10.11;0.86;3.71;24.05;2.32;10.04;;;;;;;1795
Test165;50;USED;34.79;4293938;1.01;3.78;29.63;true;24.75;0.11;10.12;19.33;1.37;7.00;29.67;7.32;17.13;;;;;;;1795
Test166;50;USED;54.92;8869498;0.85;2.19;14.61;true;33.77;0.11;15.02;39.86;2.51;14.33;46.14;20.04;29.35;;;;;;;1795
Test167;50;USED;82.48;15890720;0.78;1.52;8.64;true;46.37;0.11;25.20;71.37;4.27;25.56;78.36;35.77;50.76;;;;;;;1795
Test168;50;USED;160.35;32095088;0.75;1.10;4.59;true;86.27;0.11;52.59;144.11;8.31;51.50;157.05;72.07;104.09;;;;;;;1795
Test169;50;USED;319.80;67108864;0.71;0.89;2.56;true;162.68;0.11;103.99;301.24;17.04;107.55;311.59;150.51;211.55;;;;;;;1795
Test170;50;USED;635.45;134217728;0.70;0.79;1.63;true;314.85;0.11;207.84;602.42;33.77;214.98;632.40;300.85;422.82;;;;;;;1795
Test171;20;USED;15.34;2239815;3.46;12.95;51.38;true;9.35;0.12;4.11;3.51;0.81;2.36;10.79;3.55;6.47;;;;;;;5396
Test172;20;USED;19.30;4293938;2.16;7.33;27.64;true;12.43;0.12;5.04;6.59;1.32;4.38;14.95;6.62;9.42;;;;;;;5396
Test173;20;USED;27.91;8869498;1.39;3.82;12.72;true;21.60;0.12;8.71;13.41;2.41;8.88;24.02;13.45;17.59;;;;;;;5396
